Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
NVIDIA GeForce FX 5500 PCI,GPU,3/17/2004,150,81.35998108,91,45,270,TSMC,NVIDIA,,,
AMD Radeon HD 8550D IGP,GPU,5/23/2013,32,65,246,1303,720,TSMC,AMD,,432.1,
ATI Radeon X700 PRO AGP,GPU,09/01/2004,110,33,156,120,425,TSMC,ATI,,,
Matrox Parhelia Precision SGT,GPU,01/01/2001,150,81.35998108,174,80,200,UMC,Other,,,
Intel GMA X3000,GPU,06/01/2006,90,13,188.4404446,1929.922279,667,Intel,Intel,,,
AMD Radeon HD 8830M,GPU,04/01/2013,28,81.35998108,123,1500,575,TSMC,AMD,,800,50
NVIDIA GeForce 9400 GT,GPU,8/27/2008,55,50,121,314,550,TSMC,NVIDIA,,44.8,
ATI All-In-Wonder X800 XL,GPU,1/21/2005,110,81.35998108,240,160,400,TSMC,ATI,,,
AMD Radeon HD 7670M,GPU,2/17/2012,40,20,104,716,600,TSMC,AMD,,576,
NVIDIA GeForce 8800 GTS Core 112,GPU,11/19/2007,90,150,484,681,500,TSMC,NVIDIA,,268.8,
NVIDIA Quadro RTX 8000 Passive,GPU,8/13/2018,12,260,754,18600,1230,TSMC,NVIDIA,29860,14930,466.6
NVIDIA Tesla C1060,GPU,04/09/2009,55,188,470,1400,610,TSMC,NVIDIA,,622.1,77.76
NVIDIA Quadro 4000 Mac Edition,GPU,06/12/2011,40,142,529,3100,475,TSMC,NVIDIA,,486.4,243.2
ATI Radeon X1800 GTO2,GPU,03/01/2006,90,81.35998108,288,321,500,TSMC,ATI,,,
AMD Radeon Vega 8,GPU,07/07/2019,14,15,210,4940,300,GF,AMD,2560,1280,80
AMD Atari VCS 400 GPU,GPU,12/14/2020,14,15,210,4940,300,GF,AMD,922.4,461.2,28.82
NVIDIA GeForce RTX 2080,GPU,9/20/2018,12,215,545,13600,1515,TSMC,NVIDIA,20140,10070,314.6
Matrox Parhelia 128 MB,GPU,3/30/2004,150,81.35998108,174,80,250,UMC,Other,,,
AMD Radeon R9 FURY X,GPU,6/24/2015,28,275,596,8900,1050,TSMC,AMD,8602,8602,537.6
AMD Radeon R5 310 OEM,GPU,05/05/2015,40,35,67,370,875,TSMC,AMD,,280,
NVIDIA GeForce 6100 + nForce 405,GPU,10/11/2004,90,81.35998108,188.4404446,1929.922279,425,Unknown,NVIDIA,,,
Intel HD Graphics 4600,GPU,06/03/2013,22,45,188.4404446,1929.922279,350,Intel,Intel,,352,88
ATI Mobility Radeon X300,GPU,11/01/2005,110,81.35998108,74,107,350,TSMC,ATI,,,
NVIDIA GeForce 6200 LE AGP,GPU,04/04/2005,110,81.35998108,110,75,350,TSMC,NVIDIA,,,
NVIDIA GeForce 7800 GTX 512,GPU,11/14/2005,110,108,333,302,500,TSMC,NVIDIA,,,
NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,02/01/2019,14,75,132,3300,1366,Samsung,NVIDIA,34.61,2215,69.22
ATI Radeon X1550,GPU,01/01/2007,80,27,100,107,550,UMC,ATI,,,
ATI FireGL V3400,GPU,10/01/2005,90,81.35998108,150,157,500,TSMC,ATI,,,
AMD Radeon R9 360 OEM,GPU,05/05/2015,28,85,160,2080,1000,TSMC,AMD,,1613,100.8
AMD Radeon Pro WX 3200 Mobile,GPU,07/02/2019,14,65,103,2200,1082,GF,AMD,1385,1385,86.56
NVIDIA GeForce GT 650M,GPU,3/22/2012,28,45,118,1270,835,TSMC,NVIDIA,,729.6,30.4
NVIDIA GRID K220Q,GPU,07/02/2014,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
NVIDIA GRID K240Q,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
NVIDIA GeForce GTX 1650 Max-Q,GPU,4/23/2019,12,30,200,4700,1020,TSMC,NVIDIA,5100,2550,79.68
NVIDIA GeForce GTX 1070,GPU,06/10/2016,16,150,314,7200,1506,TSMC,NVIDIA,101,6463,202
NVIDIA GeForce 930A,GPU,3/13/2015,28,33,188.4404446,1929.922279,928,TSMC,NVIDIA,,722.7,22.58
AMD Radeon Vega 3 Embedded,GPU,09/06/2018,14,15,210,4940,300,GF,AMD,768.8,384.4,24.02
ATI Mobility Radeon HD 5870,GPU,01/07/2010,40,50,166,1040,700,TSMC,ATI,,1120,
AMD Radeon Pro 575X,GPU,3/18/2019,14,150,232,5700,1096,GF,AMD,4489,4489,280.6
AMD Radeon Pro WX 3200,GPU,07/02/2019,14,65,103,2200,1295,GF,AMD,1658,1658,103.6
AMD Xbox Series S GPU,GPU,11/10/2020,7,100,197,8000,1565,TSMC,AMD,8013,4006,250.4
AMD Radeon RX 540 Mobile,GPU,11/11/2017,14,50,103,2200,1124,GF,AMD,1248,1248,78.02
AMD Radeon HD 8450G IGP,GPU,5/23/2013,32,35,246,1303,533,TSMC,AMD,,276.5,
AMD Radeon Pro W5500,GPU,02/10/2020,7,125,158,6400,1744,TSMC,AMD,10450,5224,326.5
NVIDIA GeForce GT 705 OEM,GPU,3/27/2014,40,29,79,292,874,TSMC,NVIDIA,,167.8,13.98
ATI FirePro V8800,GPU,04/07/2010,40,208,334,2154,825,TSMC,ATI,,2640,528
AMD Radeon HD 7850,GPU,03/05/2012,28,130,212,2800,860,TSMC,AMD,,1761,110.1
Intel HD Graphics 610,GPU,8/30/2016,14,5,188.4404446,1929.922279,350,Intel,Intel,403.2,201.6,50.4
AMD Radeon HD 7950 Monica BIOS 2,GPU,1/31/2012,28,85,352,4313,800,TSMC,AMD,,1229,307.2
ATI Radeon IGP 320M,GPU,10/05/2002,180,81.35998108,73,30,160,Unknown,ATI,,,
Matrox Millennium G550,GPU,11/26/2001,180,81.35998108,188.4404446,10,125,UMC,Other,,,
AMD FirePro M4000,GPU,6/27/2012,28,33,123,1500,675,TSMC,AMD,,691.2,43.2
3dfx Voodoo4 4500 AGP,GPU,10/13/2000,250,15,112,14,166,TSMC,Other,,,
AMD Radeon R9 M375X,GPU,05/05/2015,28,81.35998108,123,1500,925,TSMC,AMD,,1299,81.2
AMD FirePro W5100,GPU,3/31/2014,28,50,160,2080,930,TSMC,AMD,,1428,89.28
ATI Radeon 9800 SE,GPU,03/01/2003,150,81.35998108,215,117,331,TSMC,ATI,,,
NVIDIA GRID M10-8Q,GPU,5/18/2016,28,225,148,1870,1033,TSMC,NVIDIA,,1672,52.24
NVIDIA GeForce Go 6800,GPU,11/08/2004,130,45,225,222,300,TSMC,NVIDIA,,,
ATI FireGL 8700,GPU,8/14/2001,150,81.35998108,120,60,250,TSMC,ATI,,,
NVIDIA ION 2,GPU,06/03/2008,40,20,57,260,500,TSMC,NVIDIA,,34.24,
AMD Radeon Vega 8 Mobile,GPU,01/06/2019,14,15,210,4940,300,GF,AMD,2458,1229,76.8
AMD Radeon R7 250,GPU,10/08/2013,28,55,123,1500,700,TSMC,AMD,,716.8,44.8
NVIDIA GRID K2,GPU,05/11/2013,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
NVIDIA Quadro FX Go540,GPU,08/09/2004,110,25,154,146,300,TSMC,NVIDIA,,,
NVIDIA GeForce GT 130 OEM,GPU,03/10/2009,55,75,196,505,500,TSMC,NVIDIA,,120,
ATI Radeon 7000 Mac Edition,GPU,3/14/2004,180,23,80,30,183,TSMC,ATI,,,
AMD Radeon R9 M385X,GPU,05/05/2015,28,81.35998108,160,2080,1000,TSMC,AMD,,1971,123.2
NVIDIA GeForce GTX 560 Ti 448,GPU,11/29/2011,40,210,520,3000,732,TSMC,NVIDIA,,1312,164
AMD Radeon R7 M265DX,GPU,06/11/2014,28,81.35998108,125,1550,900,TSMC,AMD,752.6,752.6,47.04
NVIDIA GeForce GT 640M Mac Edition,GPU,02/03/2013,28,32,118,1270,745,TSMC,NVIDIA,,572.2,23.84
NVIDIA GeForce GT 555M,GPU,3/24/2011,40,35,238,1170,590,TSMC,NVIDIA,,339.8,28.32
NVIDIA NVS 315,GPU,03/10/2013,40,19,79,292,523,TSMC,NVIDIA,,100.4,8.368
ATI All-In-Wonder X1800 XL,GPU,10/27/2005,90,75,288,321,500,TSMC,ATI,,,
ATI Radeon X1300 PRO,GPU,11/01/2006,80,31,100,107,600,UMC,ATI,,,
ATI FireGL V7100,GPU,12/01/2004,130,91,289,160,493,TSMC,ATI,,,
ATI Radeon HD 4850,GPU,6/25/2008,55,110,256,956,625,TSMC,ATI,,1000,200
NVIDIA GeForce GTX 960M,GPU,3/13/2015,28,75,148,1870,1097,TSMC,NVIDIA,,1505,47.04
AMD Radeon R5 M240 Rebrand,GPU,01/10/2014,28,81.35998108,77,950,650,TSMC,AMD,,537.6,33.6
AMD FirePro W4190M,GPU,11/12/2015,28,81.35998108,77,950,825,TSMC,AMD,,691.2,43.2
ATI FirePro V7750,GPU,3/27/2009,55,76,146,514,800,TSMC,ATI,,512,
ATI Mobility Radeon HD 4670 Mac Edition,GPU,9/16/2009,55,35,146,514,680,TSMC,ATI,,435.2,
ATI Mobility Radeon 9100 PRO IGP,GPU,6/23/2003,150,81.35998108,92,76,300,Unknown,ATI,,,
ATI Radeon 9200 LE,GPU,05/01/2003,150,28,98,36,250,UMC,ATI,,,
NVIDIA GeForce 7800 GT Dual,GPU,08/11/2005,110,81.35998108,333,302,400,TSMC,NVIDIA,,,
ATI FirePro M5800,GPU,03/01/2010,40,26,104,627,650,TSMC,ATI,,520,
ATI Radeon X1800 XL,GPU,10/01/2005,90,70,288,321,500,TSMC,ATI,,,
AMD Radeon R9 M360,GPU,05/05/2015,28,81.35998108,123,1500,900,TSMC,AMD,,947.2,59.2
NVIDIA GeForce 7600 GS AGP,GPU,07/01/2006,90,27,196,278,500,TSMC,NVIDIA,,,
AMD Radeon HD 6670,GPU,4/19/2011,40,66,118,716,800,TSMC,AMD,,768,
NVIDIA GeForce GTX 1070 Max-Q,GPU,6/27/2017,16,115,314,7200,1215,TSMC,NVIDIA,88.26,5648,176.5
NVIDIA GeForce GTS 250,GPU,03/04/2009,55,150,260,754,702,TSMC,NVIDIA,,387.1,
Intel GMA X4500M,GPU,10/01/2008,65,13,188.4404446,1929.922279,400,Intel,Intel,,64,
NVIDIA GeForce GTX 650 Ti OEM,GPU,3/31/2013,28,110,221,2540,928,TSMC,NVIDIA,,1425,59.39
AMD Radeon HD 6410D IGP,GPU,6/20/2011,32,65,227,1178,444,TSMC,AMD,,142.1,
AMD Radeon R5 M465,GPU,01/01/2016,28,81.35998108,125,1550,1000,TSMC,AMD,,779.5,
AMD Radeon HD 7750M,GPU,4/24/2012,28,28,123,1500,575,TSMC,AMD,,588.8,36.8
3dfx Voodoo5 5000 AGP,GPU,NaT,250,30,112,14,166,TSMC,Other,,,
AMD Radeon E6460,GPU,04/07/2011,40,25,67,370,600,TSMC,AMD,,192,
NVIDIA NVS 1000,GPU,NaT,28,35,118,1270,797,TSMC,NVIDIA,,306,12.75
ATI Radeon 9250 PCI,GPU,03/01/2004,150,81.35998108,98,36,240,UMC,ATI,,,
AMD Radeon HD 6550M,GPU,11/26/2010,40,26,104,627,600,TSMC,AMD,,480,
NVIDIA GeForce FX 5700 VE,GPU,09/01/2004,130,81.35998108,133,82,250,TSMC,NVIDIA,,,
NVIDIA Quadro FX 550M,GPU,3/13/2006,90,35,125,177,480,TSMC,NVIDIA,,,
NVIDIA Quadro T2000 Max-Q,GPU,5/27/2019,12,40,200,4700,1200,TSMC,NVIDIA,6636,3318,103.7
NVIDIA GeForce GTX 860M,GPU,1/13/2014,28,75,148,1870,1020,TSMC,NVIDIA,,1389,43.4
AMD Radeon RX Vega 64 Limited Edition,GPU,08/07/2017,14,295,495,12500,1247,GF,AMD,25330,12660,791.6
Matrox Parhelia 256 MB,GPU,6/25/2002,150,81.35998108,174,80,200,UMC,Other,,,
NVIDIA GeForce G210 OEM,GPU,5/26/2009,55,31,121,314,550,TSMC,NVIDIA,,43.2,
NVIDIA GeForce 7900 GX2,GPU,4/30/2006,90,110,196,278,500,TSMC,NVIDIA,,,
NVIDIA GeForce 6600 LE,GPU,01/01/2005,110,81.35998108,154,146,300,TSMC,NVIDIA,,,
ATI Mobility Radeon X2300,GPU,03/01/2007,80,81.35998108,100,107,479,UMC,ATI,,,
ATI Radeon 7200,GPU,04/01/2000,180,23,111,30,166,TSMC,ATI,,,
ATI FireGL 9700 X1-256,GPU,07/01/2002,150,37,215,110,325,TSMC,ATI,,,
ATI Radeon HD 5830,GPU,2/25/2010,40,175,334,2154,800,TSMC,ATI,,1792,358.4
Matrox QID LP PCI,GPU,12/17/2004,0,81.35998108,188.4404446,1929.922279,250,UMC,Other,,,
NVIDIA GeForce GTS 450 Rev. 2,GPU,3/15/2011,40,106,238,1170,783,TSMC,NVIDIA,,601.3,50.11
ATI Radeon X850 XT Platinum AGP,GPU,2/28/2005,130,67,297,160,540,TSMC,ATI,,,
ATI Mobility FireGL 9000,GPU,01/01/2002,150,81.35998108,81,36,250,UMC,ATI,,,
ATI Mobility Radeon HD 3850 X2,GPU,06/04/2008,55,70,192,666,580,TSMC,ATI,,371.2,74.24
AMD Radeon HD 7720 OEM,GPU,3/15/2013,40,150,255,1700,840,TSMC,AMD,,1344,
AMD Radeon R9 M290X,GPU,01/09/2014,28,100,212,2800,850,TSMC,AMD,,2304,144
ATI Mobility Radeon 9700,GPU,06/01/2004,130,81.35998108,92,76,450,TSMC,ATI,,,
AMD Radeon 630 Mobile,GPU,5/13/2019,14,50,103,2200,1082,GF,AMD,1240,1240,77.5
ATI Radeon Xpress 1250 Mobile IGP,GPU,2/28/2007,80,81.35998108,73,120,400,Unknown,ATI,,,
NVIDIA GRID M60-4A,GPU,8/30/2015,28,225,398,5200,557,TSMC,NVIDIA,,4825,150.8
ATI Radeon HD 4250 IGP,GPU,03/01/2010,55,81.35998108,67,181,560,Unknown,ATI,,44.8,
NVIDIA Quadro K200M,GPU,8/22/2014,28,35,118,1270,850,TSMC,NVIDIA,,326.4,13.6
NVIDIA GeForce3 Ti500,GPU,10/01/2001,150,81.35998108,128,57,240,TSMC,NVIDIA,,,
ATI Radeon X300 SE,GPU,09/01/2004,110,30,74,107,325,TSMC,ATI,,,
NVIDIA GeForce GT 320 OEM,GPU,02/02/2010,40,43,144,727,540,TSMC,NVIDIA,,187.5,
ATI Radeon 9500 PRO,GPU,10/01/2002,150,81.35998108,215,110,275,TSMC,ATI,,,
Intel Iris Pro Graphics P555,GPU,09/01/2015,14,15,188.4404446,1929.922279,350,Intel,Intel,1536,768,192
NVIDIA GRID K340,GPU,7/23/2013,28,225,118,1270,954,TSMC,NVIDIA,,732.7,30.53
XGI Volari Duo V8 Ultra,GPU,9/15/2003,130,81.35998108,188.4404446,110,350,UMC,Other,,,
AMD FirePro W600,GPU,6/13/2012,28,75,123,1500,750,TSMC,AMD,,768,48
AMD Radeon HD 6970 X2,GPU,NaT,40,375,389,2640,880,TSMC,AMD,,2703,
NVIDIA GeForce Go 7450,GPU,02/01/2006,90,81.35998108,81,112,300,TSMC,NVIDIA,,,
Intel HD Graphics 405,GPU,04/01/2015,14,6,188.4404446,1929.922279,200,Intel,Intel,,153.6,38.4
AMD Radeon R7 A260,GPU,01/01/2014,28,81.35998108,125,1550,900,TSMC,AMD,,752.6,
AMD Radeon RX 5700M,GPU,01/01/2020,7,180,251,10300,1465,TSMC,AMD,15850,7926,495.4
NVIDIA P104-100,GPU,12/12/2017,16,81.35998108,314,7200,1607,TSMC,NVIDIA,104,6655,208
NVIDIA GeForce GT 610 OEM,GPU,04/02/2016,40,29,116,585,701,TSMC,NVIDIA,,134.6,11.22
AMD Radeon HD 6870 X2,GPU,07/08/2011,40,300,255,1700,900,TSMC,AMD,,2016,
ATI Radeon HD 4890,GPU,04/02/2009,55,190,282,959,850,TSMC,ATI,,1360,272
3dfx Voodoo5 5500 AGP,GPU,6/22/2000,250,30,112,14,166,TSMC,Other,,,
AMD Radeon Vega 8 Mobile,GPU,04/08/2019,14,15,210,4940,300,GF,AMD,2458,1229,76.8
NVIDIA Quadro 5000,GPU,2/23/2011,40,152,529,3100,513,TSMC,NVIDIA,,722.3,361.2
NVIDIA Tesla P100 SXM2,GPU,04/05/2016,16,300,610,15300,1328,TSMC,NVIDIA,21220,10610,5304
ATI Radeon X1550,GPU,01/01/2007,90,27,100,107,600,TSMC,ATI,,,
NVIDIA GeForce GT 420M,GPU,09/03/2010,40,23,116,585,500,TSMC,NVIDIA,,192,16
AMD FirePro S9010,GPU,8/24/2012,28,200,352,4313,800,TSMC,AMD,,2867,716.8
ATI Radeon X1650 PRO AGP,GPU,10/15/2006,80,44,131,330,600,TSMC,ATI,,,
NVIDIA GeForce FX 5700,GPU,10/23/2003,130,25,133,82,425,TSMC,NVIDIA,,,
ATI Mobility FireGL 7800,GPU,9/29/2001,150,27,68,60,280,TSMC,ATI,,,
Intel UHD Graphics P630,GPU,5/24/2018,14,15,188.4404446,1929.922279,350,Intel,Intel,844.8,422.4,105.6
ATI All-In-Wonder 9600,GPU,12/03/2003,130,81.35998108,76,60,324,TSMC,ATI,,,
NVIDIA Quadro 6000 SDI,GPU,7/25/2011,40,231,529,3100,574,TSMC,NVIDIA,,1028,513.9
NVIDIA GeForce 940M,GPU,3/13/2015,28,75,148,1870,1020,TSMC,NVIDIA,,1124,35.14
NVIDIA GeForce GT 640 OEM Rebrand,GPU,4/24/2012,40,75,238,1170,720,TSMC,NVIDIA,,414.7,34.56
NVIDIA NVS 4200M,GPU,2/22/2011,40,25,79,292,810,TSMC,NVIDIA,,155.5,12.96
AMD Radeon HD 6350A,GPU,04/07/2011,40,25,59,292,650,TSMC,AMD,,104,
AMD Radeon R7 350X OEM,GPU,05/05/2015,28,65,77,950,1000,TSMC,AMD,,806.4,50.4
ATI Radeon Xpress 1100 IGP,GPU,10/17/2007,130,81.35998108,73,1929.922279,300,Unknown,ATI,,,
NVIDIA GeForce RTX 3060 Mobile,GPU,01/12/2021,8,80,276,13250,900,Samsung,NVIDIA,10940,10940,171
AMD Radeon HD 8650G IGP,GPU,5/23/2013,32,35,246,1303,533,TSMC,AMD,,553,
NVIDIA GeForce GT 730A,GPU,07/01/2014,28,33,87,1020,719,TSMC,NVIDIA,,552.2,23.01
NVIDIA GeForce 830M,GPU,03/12/2014,28,33,188.4404446,1929.922279,1082,TSMC,NVIDIA,,588.8,18.4
NVIDIA Quadro M2200 Mobile,GPU,01/11/2017,28,55,228,2940,695,TSMC,NVIDIA,,2122,66.3
ATI Radeon Xpress 200 IGP,GPU,11/08/2004,110,81.35998108,74,107,300,Unknown,ATI,,,
ATI Radeon X300,GPU,09/01/2004,110,36,74,107,375,TSMC,ATI,,,
NVIDIA GeForce2 GTS,GPU,4/26/2000,150,81.35998108,88,25,200,TSMC,NVIDIA,,,
NVIDIA GeForce 820M,GPU,11/27/2013,28,15,116,585,625,TSMC,NVIDIA,,240,20
AMD Radeon R5 Mobile Graphics,GPU,06/01/2016,28,15,125,1200,200,GF,AMD,325.2,325.2,20.33
ATI Radeon X700 SE,GPU,04/01/2005,110,81.35998108,156,120,400,TSMC,ATI,,,
NVIDIA GeForce 7800 GS+ AGP,GPU,9/28/2006,90,75,196,278,375,TSMC,NVIDIA,,,
AMD Radeon HD 6550D IGP,GPU,6/20/2011,32,65,227,1178,600,TSMC,AMD,,480,
AMD Radeon R9 390X,GPU,6/18/2015,28,275,438,6200,1050,TSMC,AMD,,5914,739.2
NVIDIA GeForce 8600M GT,GPU,12/31/2007,80,20,169,289,475,TSMC,NVIDIA,,60.8,
NVIDIA GeForce RTX 2070 Max-Q Refresh,GPU,03/04/2020,12,115,445,10800,900,TSMC,NVIDIA,10370,5184,162
NVIDIA GeForce 9800 GX2,GPU,3/18/2008,65,197,324,754,600,TSMC,NVIDIA,,384,
Intel GMA 3150,GPU,05/09/2007,45,13,66,123,400,Intel,Intel,,12.8,
NVIDIA GeForce GTX 460 SE v2,GPU,11/15/2010,40,150,332,1950,650,TSMC,NVIDIA,,748.8,62.4
NVIDIA GeForce2 MX DH Pro TV PCI,GPU,6/28/2000,180,81.35998108,64,20,175,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 5730,GPU,01/07/2010,40,26,104,627,650,TSMC,ATI,,520,
NVIDIA Quadro NVS 295,GPU,05/07/2009,65,23,86,210,540,TSMC,NVIDIA,,20.8,
NVIDIA GeForce Go 6600,GPU,9/29/2005,110,81.35998108,154,146,300,TSMC,NVIDIA,,,
NVIDIA GeForce 9400,GPU,4/17/2007,65,40,144,314,450,Unknown,NVIDIA,,35.2,
Intel HD Graphics 630,GPU,8/30/2016,14,15,188.4404446,1929.922279,350,Intel,Intel,768,384,96
AMD Radeon HD 7520G IGP,GPU,06/06/2012,32,35,246,1303,496,TSMC,AMD,,263.4,
NVIDIA GeForce4 Ti 4600,GPU,02/06/2002,150,81.35998108,142,63,300,TSMC,NVIDIA,,,
NVIDIA Tesla M2075,GPU,7/25/2011,40,225,520,3000,574,TSMC,NVIDIA,,1028,513.9
NVIDIA Playstation 3 GPU 65nm,GPU,NaT,65,58,186,300,550,Sony,NVIDIA,,,
AMD Radeon Vega 8 Mobile,GPU,01/08/2019,14,35,210,4940,300,GF,AMD,2255,1127,70.46
NVIDIA Quadro K1000M,GPU,06/01/2012,28,45,118,1270,850,TSMC,NVIDIA,,326.4,13.6
NVIDIA Quadro M6000,GPU,3/21/2015,28,250,601,8000,988,TSMC,NVIDIA,,6844,213.9
NVIDIA Quadro T500 Mobile,GPU,12/02/2020,12,18,200,4700,1365,TSMC,NVIDIA,6075,3037,94.92
ATI Radeon X1950 XT,GPU,10/17/2006,90,96,352,384,625,TSMC,ATI,,,
NVIDIA GeForce4 MX 440-SE,GPU,02/06/2002,150,81.35998108,65,29,250,TSMC,NVIDIA,,,
ATI Radeon X800 XT AGP,GPU,03/01/2004,130,54,281,160,500,TSMC,ATI,,,
NVIDIA GeForce GTX 480 Core 512,GPU,NaT,40,375,529,3100,527,TSMC,NVIDIA,,1078,
NVIDIA GeForce 920A,GPU,3/13/2015,28,33,87,1020,954,TSMC,NVIDIA,,732.7,30.53
ATI Radeon 8500 XT,GPU,NaT,150,25,68,60,300,TSMC,ATI,,,
NVIDIA GeForce Go 7800 GTX,GPU,9/29/2005,110,65,333,302,440,TSMC,NVIDIA,,,
AMD Radeon Pro W5700,GPU,11/19/2019,7,205,251,10300,1400,TSMC,AMD,17330,8663,541.4
AMD Radeon HD 6770M Mac Edition,GPU,1/28/2011,40,35,104,716,725,TSMC,AMD,,696,
NVIDIA GeForce GTX 775M Mac Edition,GPU,11/08/2013,28,100,294,3540,797,TSMC,NVIDIA,,2142,89.26
NVIDIA GeForce 9200M GS,GPU,06/03/2008,65,13,86,210,550,TSMC,NVIDIA,,22.4,
AMD Radeon HD 6370D IGP,GPU,11/01/2011,32,65,227,1178,444,TSMC,AMD,,142.1,
NVIDIA GeForce FX Go5200,GPU,03/01/2003,150,81.35998108,124,45,200,TSMC,NVIDIA,,,
NVIDIA Tesla V100 PCIe 16 GB,GPU,6/21/2017,12,300,815,21100,1245,TSMC,NVIDIA,28260,14130,7066
AMD Radeon R7 250,GPU,10/08/2013,28,65,77,950,1000,TSMC,AMD,,806.4,50.4
NVIDIA GeForce GT 740 OEM,GPU,4/14/2015,28,65,221,2540,1006,TSMC,NVIDIA,,772.6,32.19
ATI FireGL V5000,GPU,09/01/2004,110,81.35998108,156,120,425,TSMC,ATI,,,
NVIDIA Quadro4 100 NVS PCI,GPU,12/22/2003,150,10,65,29,250,TSMC,NVIDIA,,,
AMD FirePro 2270 PCIe x1,GPU,1/31/2011,40,15,59,292,600,TSMC,AMD,,96,
ATI Radeon HD 4710,GPU,09/10/2008,55,59,146,514,750,TSMC,ATI,,480,
NVIDIA GeForce 210 PCI,GPU,10/12/2009,40,31,100,486,475,TSMC,NVIDIA,,35.2,
AMD Radeon HD 6850M,GPU,01/04/2011,40,50,166,1040,675,TSMC,AMD,,1080,
AMD Radeon HD 8550 OEM,GPU,10/25/2013,40,60,118,716,650,TSMC,AMD,,624,
AMD Radeon HD 6490M,GPU,01/04/2011,40,81.35998108,67,370,800,TSMC,AMD,,256,
AMD Radeon R5 Mobile Graphics,GPU,11/07/2015,28,15,125,1200,200,GF,AMD,553,553,276.5
AMD FirePro W5000,GPU,08/07/2012,28,75,212,2800,825,TSMC,AMD,,1267,79.2
NVIDIA Vanta LT,GPU,03/01/2000,250,81.35998108,90,15,105,TSMC,NVIDIA,,,
AMD Radeon E9175 PCIe,GPU,10/03/2017,14,50,103,2200,1124,GF,AMD,1248,1248,78.02
NVIDIA Quadro K2000,GPU,03/01/2013,28,51,118,1270,954,TSMC,NVIDIA,,732.7,30.53
Intel HD Graphics,GPU,01/05/2015,14,6,82,1929.922279,100,Intel,Intel,,153.6,38.4
XGI Volari V8 Ultra,GPU,9/15/2003,130,81.35998108,188.4404446,110,350,UMC,Other,,,
ATI FirePro V8700 Duo,GPU,NaT,55,151,256,956,750,TSMC,ATI,,1200,
AMD Radeon Pro WX 4100,GPU,11/10/2016,14,50,123,3000,1125,GF,AMD,2460,2460,153.7
ATI Radeon X800 GTO AGP,GPU,10/01/2005,110,49,240,160,400,TSMC,ATI,,,
ATI Radeon 9600 SE,GPU,10/01/2003,130,81.35998108,76,60,325,TSMC,ATI,,,
AMD Radeon R9 290X2,GPU,6/24/2014,28,580,438,6200,1000,TSMC,AMD,,5632,704
NVIDIA Quadro FX 3000,GPU,7/22/2003,130,81.35998108,207,135,400,TSMC,NVIDIA,,,
NVIDIA Quadro FX 560,GPU,4/20/2006,90,30,125,177,350,TSMC,NVIDIA,,,
ATI Radeon Xpress 200M IGP,GPU,01/01/2005,130,81.35998108,73,1929.922279,336,Unknown,ATI,,,
NVIDIA Quadro FX 370,GPU,09/12/2007,80,35,169,289,360,TSMC,NVIDIA,,23.04,
NVIDIA Playstation 3 GPU 40nm,GPU,10/04/2012,40,35,114,302,550,Sony,NVIDIA,,,
NVIDIA GeForce MX230,GPU,2/21/2019,14,10,74,1800,1519,Samsung,NVIDIA,12.25,783.9,24.5
NVIDIA GeForce GT 435M,GPU,1/15/2011,40,35,238,1170,590,TSMC,NVIDIA,,226.6,18.88
Intel UHD Graphics 605,GPU,12/11/2017,14,5,188.4404446,1929.922279,200,Intel,Intel,432,216,54
NVIDIA GeForce 6200 LE AGP 512 MB,GPU,10/11/2004,110,81.35998108,110,75,300,TSMC,NVIDIA,,,
NVIDIA NVS 5100M,GPU,01/07/2010,40,35,100,486,550,TSMC,NVIDIA,,116.2,
ATI Radeon HD 3550,GPU,08/04/2008,55,30,67,181,594,TSMC,ATI,,47.52,
AMD Radeon HD 7870 GHz Edition,GPU,03/05/2012,28,175,212,2800,1000,TSMC,AMD,,2560,160
NVIDIA Quadro FX 1100,GPU,04/01/2004,130,81.35998108,133,82,425,TSMC,NVIDIA,,,
XGI Volari 8300,GPU,11/01/2005,130,81.35998108,188.4404446,90,300,UMC,Other,,,
AMD Playstation 5 GPU,GPU,11/12/2020,7,180,308,1929.922279,2233,TSMC,AMD,20580,10290,643.1
AMD Radeon R7 M460,GPU,5/15/2016,28,81.35998108,125,1550,1100,TSMC,AMD,864,864,54
NVIDIA GRID RTX T10-4,GPU,NaT,12,260,754,18600,1065,TSMC,NVIDIA,25710,12860,401.8
AMD Radeon HD 8210 IGP,GPU,1/31/2014,28,8,110,1178,300,TSMC,AMD,,76.8,4.8
NVIDIA GeForce GT 440,GPU,02/01/2011,40,65,116,585,810,TSMC,NVIDIA,,311,25.92
AMD FirePro W8000,GPU,6/14/2012,28,225,352,4313,900,TSMC,AMD,,3226,806.4
Intel HD Graphics 505,GPU,09/01/2016,14,6,188.4404446,1929.922279,200,Intel,Intel,,187.2,23.4
